GL_ID,date,year,month,LST_Day_C,LST_Night_C,LST_Scan_Count
GL086613E27789N,2024-09,2024,9,4.386672031723844,-2.1456615348728434,4
GL086613E27789N,2024-10,2024,10,4.679638441800822,-5.478822486587328,4
GL086613E27789N,2024-11,2024,11,1.161306119275357,-8.987425705621616,3
GL086613E27789N,2024-12,2024,12,-1.793380841303137,-11.239437602052682,4
GL086613E27789N,2025-01,2025,1,-3.5771525542337006,-10.66234056449729,4
GL086613E27789N,2025-02,2025,2,-2.499477801104084,-13.032272918124526,4
GL086613E27789N,2025-03,2025,3,1.0374772568229806,-9.782695124795865,4
GL086613E27789N,2025-04,2025,4,6.258053495062623,-8.003686338542854,3
GL086613E27789N,2025-05,2025,5,5.195507425550142,-4.380663634243032,4
GL086613E27789N,2025-06,2025,6,8.298034289713115,-1.083006298110538,4
GL086613E27789N,2025-07,2025,7,4.231125495684656,-3.21995661301607,4
GL086613E27789N,2025-08,2025,8,1.959913459295573,-3.283595054816862,4
GL086613E27789N,2025-09,2025,9,1.4709779177358204,-2.8318878003265406,4
GL086613E27789N,2025-10,2025,10,0.539400202161601,-8.022593732991185,3
GL086613E27789N,2025-11,2025,11,-4.089519010963349,-9.95763354327032,4
GL086613E27789N,2025-12,2025,12,-5.105944250058286,-11.55732796827615,4
GL086614E27655N,2015-01,2015,1,4.912082399103167,-7.578604727204754,4
GL086614E27655N,2015-02,2015,2,8.01331682859993,-6.060424607623293,4
GL086614E27655N,2015-03,2015,3,10.19181777840063,-3.430960155082185,4
GL086614E27655N,2015-04,2015,4,11.624893964872973,-2.553172957149948,3
GL086614E27655N,2015-05,2015,5,13.115966461136054,1.496002039735953,4
GL086614E27655N,2015-06,2015,6,7.247176605467582,0.9621216367713308,4
GL086614E27655N,2015-07,2015,7,7.293781919531668,-6.423621932610837,4
GL086614E27655N,2015-08,2015,8,4.579708053064305,-1.217610939835547,4
GL086614E27655N,2015-09,2015,9,10.824433389387176,2.8159267563527943,4
GL086614E27655N,2015-10,2015,10,12.878070658943724,0.5060824613851803,3
GL086614E27655N,2015-11,2015,11,14.209447169282544,-1.2547565551818345,4
GL086614E27655N,2015-12,2015,12,11.784315209267596,-4.573082258968583,4
GL086614E27655N,2016-01,2016,1,9.92092372010466,-7.054521907698028,4
GL086614E27655N,2016-02,2016,2,12.569479400224248,-4.095805150722443,4
GL086614E27655N,2016-03,2016,3,14.83587280455907,-2.477267610239137,4
GL086614E27655N,2016-04,2016,4,21.799878082959665,1.43728419282514,4
GL086614E27655N,2016-05,2016,5,12.490371736081592,0.3297651968111929,3
GL086614E27655N,2016-06,2016,6,6.1817260920897565,-1.0732250404832795,4
GL086614E27655N,2016-07,2016,7,11.69278380957529,-3.318459220851988,4
GL086614E27655N,2016-08,2016,8,15.173577712381698,-0.7060692264573705,4
GL086614E27655N,2016-09,2016,9,4.992535189337349,1.2911670870702847,4
GL086614E27655N,2016-10,2016,10,10.670939835575512,-0.0239074177877143,4
GL086614E27655N,2016-11,2016,11,17.936603450423537,0.1848891380169715,3
GL086614E27655N,2016-12,2016,12,16.01949831838569,-1.2219157168659407,4
GL086614E27655N,2017-01,2017,1,8.265017438963662,-7.052829316143467,4
GL086614E27655N,2017-02,2017,2,14.447465900597944,-3.6869099557797447,4
GL086614E27655N,2017-03,2017,3,13.027928110986572,-3.878557315022397,4
GL086614E27655N,2017-04,2017,4,19.147814835575524,0.3443267314399899,3
GL086614E27655N,2017-05,2017,5,11.758837506228229,2.241429839312435,4
GL086614E27655N,2017-06,2017,6,11.844930166293006,-1.0394513733183577,4
