GL_ID,date,year,month,GPM_Precipitation_mm,GPM_Scan_Count
GL086900E27724N,2018-11,2018,11,7.454999793553724,1440
GL086900E27724N,2018-12,2018,12,7.539999875705689,1488
GL086900E27724N,2019-01,2019,1,7.627749758306891,1488
GL086900E27724N,2019-02,2019,2,19.48374938312918,1344
GL086900E27724N,2019-03,2019,3,33.64274929370731,1488
GL086900E27724N,2019-04,2019,4,106.49899747734892,1440
GL086900E27724N,2019-05,2019,5,96.09974743658675,1488
GL086900E27724N,2019-06,2019,6,115.3852469557896,1440
GL086900E27724N,2019-07,2019,7,362.8962417226285,1488
GL086900E27724N,2019-08,2019,8,244.36924406327307,1488
GL086900E27724N,2019-09,2019,9,265.4017439400777,1440
GL086900E27724N,2019-10,2019,10,35.56149906711653,1488
GL086900E27724N,2019-11,2019,11,10.29474970838055,1440
GL086900E27724N,2019-12,2019,12,17.99949966650456,1488
GL086900E27724N,2020-01,2020,1,4.501999882049859,1488
GL086900E27724N,2020-02,2020,2,32.87874919315801,1392
GL086900E27724N,2020-03,2020,3,40.18949898798019,1488
GL086900E27724N,2020-04,2020,4,94.02774739777672,1440
GL086900E27724N,2020-05,2020,5,122.33224663557486,1488
GL086900E27724N,2020-06,2020,6,314.06799294101074,1440
GL086900E27724N,2020-07,2020,7,345.6472416650504,1488
GL086900E27724N,2020-08,2020,8,337.27149311359966,1488
GL086900E27724N,2020-09,2020,9,309.6522433683276,1440
GL086900E27724N,2020-10,2020,10,57.7114985040389,1488
GL086900E27724N,2020-11,2020,11,6.346999840810896,1440
GL086900E27724N,2020-12,2020,12,6.371999844443053,1488
GL086900E27724N,2021-01,2021,1,7.334999829996377,1488
GL086900E27724N,2021-02,2021,2,24.100499521009624,1344
GL086900E27724N,2021-03,2021,3,41.74799897382035,1488
GL086900E27724N,2021-04,2021,4,66.47599838254973,1440
GL086900E27724N,2021-05,2021,5,181.028996011708,1488
GL086900E27724N,2021-06,2021,6,203.7087454237044,1440
GL086900E27724N,2021-07,2021,7,391.34774170815945,1488
GL086900E27724N,2021-08,2021,8,329.1384926349856,1488
GL086900E27724N,2021-09,2021,9,191.8392452960834,1440
GL086900E27724N,2021-10,2021,10,197.68599585024643,1488
GL086900E27724N,2021-11,2021,11,6.732499846257269,1440
GL086900E27724N,2021-12,2021,12,18.098999415058643,1488
GL086900E27724N,2022-01,2022,1,10.222999732010068,1488
GL086900E27724N,2022-02,2022,2,33.044749163556844,1344
GL086900E27724N,2022-03,2022,3,73.59174832934514,1488
GL086900E27724N,2022-04,2022,4,90.01749768620357,1440
GL086900E27724N,2022-05,2022,5,149.7029963741079,1488
GL086900E27724N,2022-06,2022,6,262.9874931192025,1440
GL086900E27724N,2022-07,2022,7,296.51674363808706,1488
GL086900E27724N,2022-08,2022,8,278.11174351722,1488
GL086900E27724N,2022-09,2022,9,190.672495261766,1440
GL086900E27724N,2022-10,2022,10,99.7294974741526,1488
GL086900E27724N,2022-11,2022,11,6.84974976698868,1440
GL086900E27724N,2022-12,2022,12,5.123499901033938,1488
GL086900E27724N,2023-01,2023,1,8.87049976666458,1488
GL086900E27724N,2023-02,2023,2,20.291999521665275,1344
GL086900E27724N,2023-03,2023,3,83.0884980801493,1488
GL086900E27724N,2023-04,2023,4,66.51874861773103,1440
GL086900E27724N,2023-05,2023,5,106.12399784056468,1488
GL086900E27724N,2023-06,2023,6,218.97174474643543,1440
GL086900E27724N,2023-07,2023,7,350.8854911578819,1488
GL086900E27724N,2023-08,2023,8,388.1282401727513,1488
GL086900E27724N,2023-09,2023,9,172.96249667182565,1440
GL086900E27724N,2023-10,2023,10,89.46499780658633,1488
GL086900E27724N,2023-11,2023,11,8.474999773316087,1440
GL086900E27724N,2023-12,2023,12,16.30249953875318,1488
GL086900E27724N,2024-01,2024,1,10.764999703038484,1488
GL086900E27724N,2024-02,2024,2,19.512499409727752,1392
GL086900E27724N,2024-03,2024,3,79.41249788412824,1488
GL086900E27724N,2024-04,2024,4,39.647498989943415,1440
GL086900E27724N,2024-05,2024,5,125.39249726338312,1488
GL086900E27724N,2024-06,2024,6,258.79499472677713,1440
GL086900E27724N,2024-07,2024,7,364.1699911998585,1488
GL086900E27724N,2024-08,2024,8,291.65999298030505,1488
GL086900E27724N,2024-09,2024,9,359.7224912419915,1440
GL086900E27724N,2024-10,2024,10,121.14749695453791,1488
GL086900E27724N,2024-11,2024,11,14.737499652430412,1440
GL086900E27724N,2024-12,2024,12,6.829999837093055,1488
GL086900E27724N,2025-01,2025,1,11.827499709092082,1488
GL086900E27724N,2025-02,2025,2,17.53749963408336,1344
GL086900E27724N,2025-03,2025,3,30.01749922893941,1488
GL086900E27724N,2025-04,2025,4,91.92249791650102,1440
GL086900E27724N,2025-05,2025,5,150.6224962854758,1488
GL086900E27724N,2025-06,2025,6,242.55749454814944,1440
GL086900E27724N,2025-07,2025,7,294.7974935304373,1488
GL086900E27724N,2025-08,2025,8,281.44249338656664,1488
GL086900E27724N,2025-09,2025,9,227.25249454099685,1440
GL086900E27724N,2025-10,2025,10,153.7149964319542,1488
GL086900E27724N,2025-11,2025,11,6.69749980373308,1440
GL086900E27724N,2025-12,2025,12,1.7249999549239876,1488
GL086900E27911N,2015-01,2015,1,9.329208550031614,1488
GL086900E27911N,2015-02,2015,2,4.1915568480079495,1344
GL086900E27911N,2015-03,2015,3,18.72578422291369,1488
GL086900E27911N,2015-04,2015,4,27.385891739927416,1440
GL086900E27911N,2015-05,2015,5,70.02537818774108,1488
GL086900E27911N,2015-06,2015,6,207.33707778217104,1440
GL086900E27911N,2015-07,2015,7,241.9467028081889,1488
GL086900E27911N,2015-08,2015,8,300.2525752133961,1488
GL086900E27911N,2015-09,2015,9,136.75376897041178,1440
GL086900E27911N,2015-10,2015,10,40.16234720583204,1488
GL086900E27911N,2015-11,2015,11,4.945689758857641,1440
GL086900E27911N,2015-12,2015,12,1.5977151489152006,1488
GL086900E27911N,2016-01,2016,1,13.61994270844786,1488
GL086900E27911N,2016-02,2016,2,9.776961712072357,1392
GL086900E27911N,2016-03,2016,3,13.24737308713124,1488
