GL_ID,date,year,month,ERA5_temp_K,ERA5_temp_C
GL086862E27829N,2021-07,2021,7,276.9614562988281,3.811456298828148
GL086862E27829N,2021-08,2021,8,276.733694056029,3.583694056029003
GL086862E27829N,2021-09,2021,9,275.10304491255016,1.9530449125501832
GL086862E27829N,2021-10,2021,10,272.06129266882454,-1.088707331175442
GL086862E27829N,2021-11,2021,11,267.1939826117622,-5.956017388237797
GL086862E27829N,2021-12,2021,12,261.645741616526,-11.504258383473996
GL086862E27829N,2022-01,2022,1,256.76571618357013,-16.384283816429843
GL086862E27829N,2022-02,2022,2,256.37735167003814,-16.77264832996184
GL086862E27829N,2022-03,2022,3,267.0602808101203,-6.089719189879702
GL086862E27829N,2022-04,2022,4,270.2640079286363,-2.88599207136366
GL086862E27829N,2022-05,2022,5,272.6508078421316,-0.4991921578683786
GL086862E27829N,2022-06,2022,6,275.9105956395467,2.76059563954675
GL086862E27829N,2022-07,2022,7,276.8533913602111,3.703391360211128
GL086862E27829N,2022-08,2022,8,276.83915013138966,3.689150131389681
GL086862E27829N,2022-09,2022,9,274.9828727934096,1.8328727934095923
GL086862E27829N,2022-10,2022,10,269.9714874554706,-3.178512544529383
GL086862E27829N,2022-11,2022,11,266.0180985768636,-7.131901423136355
GL086862E27829N,2022-12,2022,12,263.9554577899236,-9.194542210076406
GL086862E27829N,2023-01,2023,1,261.62375089173673,-11.526249108263244
GL086862E27829N,2023-02,2023,2,263.67061549141295,-9.479384508587032
GL086862E27829N,2023-03,2023,3,263.3012041891775,-9.84879581082248
GL086862E27829N,2023-04,2023,4,266.1253936767578,-7.024606323242153
GL086862E27829N,2023-05,2023,5,269.36918994944585,-3.7808100505541233
GL086862E27829N,2023-06,2023,6,275.043047926161,1.8930479261610456
GL086862E27829N,2023-07,2023,7,276.97251164015904,3.822511640159064
GL086862E27829N,2023-08,2023,8,277.06806939648044,3.918069396480462
GL086862E27829N,2023-09,2023,9,275.2859286838108,2.135928683810789
GL086862E27829N,2023-10,2023,10,270.0192659849762,-3.1307340150237906
GL086862E27829N,2023-11,2023,11,266.0032557805379,-7.14674421946205
GL086862E27829N,2023-12,2023,12,263.19937878270304,-9.95062121729694
GL086862E27829N,2024-01,2024,1,259.9387296861218,-13.211270313878174
GL086862E27829N,2024-02,2024,2,260.8546396891276,-12.295360310872354
GL086862E27829N,2024-03,2024,3,264.0278232123262,-9.122176787673766
GL086862E27829N,2024-04,2024,4,268.502334997389,-4.64766500261095
GL086862E27829N,2024-05,2024,5,272.423363613826,-0.7266363861739933
GL086862E27829N,2024-06,2024,6,276.8302451239692,3.6802451239692
GL086862E27829N,2024-07,2024,7,277.93318260356943,4.783182603569458
GL086862E27829N,2024-08,2024,8,276.8128072882211,3.6628072882211313
GL086862E27829N,2024-09,2024,9,275.8950538847181,2.7450538847181747
GL086862E27829N,2024-10,2024,10,271.194236734862,-1.955763265137989
GL086862E27829N,2024-11,2024,11,266.7873666127523,-6.362633387247684
GL086862E27829N,2024-12,2024,12,263.36256851688506,-9.787431483114917
GL086862E27829N,2025-01,2025,1,262.634800223894,-10.515199776105987
GL086862E27829N,2025-02,2025,2,262.9216327894302,-10.228367210569786
GL086862E27829N,2025-03,2025,3,265.7480029034358,-7.401997096564173
GL086862E27829N,2025-04,2025,4,268.1831528769599,-4.966847123040054
GL086862E27829N,2025-05,2025,5,272.7190179312101,-0.4309820687898877
GL086862E27829N,2025-06,2025,6,275.8521015803019,2.702101580301928
GL086862E27829N,2025-07,2025,7,277.4285342718965,4.278534271896547
GL086862E27829N,2025-08,2025,8,277.01111044935,3.861110449350008
GL086862E27829N,2025-09,2025,9,275.8865500979953,2.736550097995348
GL086862E27829N,2025-10,2025,10,270.33092685412333,-2.819073145876644
GL086862E27829N,2025-11,2025,11,265.517796643575,-7.632203356424952
GL086862E27829N,2025-12,2025,12,263.9677216109409,-9.182278389059093
GL086863E27760N,2015-01,2015,1,257.4599170889905,-15.690082911009426
GL086863E27760N,2015-02,2015,2,259.67676898411344,-13.47323101588654
GL086863E27760N,2015-03,2015,3,261.75149128001226,-11.398508719987715
GL086863E27760N,2015-04,2015,4,265.0212064319187,-8.128793568081278
GL086863E27760N,2015-05,2015,5,270.7519734905612,-2.3980265094387505
GL086863E27760N,2015-06,2015,6,275.14823123084176,1.9982312308417816
GL086863E27760N,2015-07,2015,7,276.1898184950634,3.0398184950634004
